<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>
04.10.2018;23:34:00;114580.0000000;114580.0000000;114540.0000000;114540.0000000
04.10.2018;23:35:00;114540.0000000;114550.0000000;114480.0000000;114500.0000000
04.10.2018;23:36:00;114510.0000000;114520.0000000;114480.0000000;114490.0000000
04.10.2018;23:37:00;114490.0000000;114510.0000000;114410.0000000;114410.0000000
04.10.2018;23:38:00;114410.0000000;114420.0000000;114370.0000000;114390.0000000
04.10.2018;23:39:00;114380.0000000;114390.0000000;114310.0000000;114310.0000000
04.10.2018;23:40:00;114310.0000000;114330.0000000;114270.0000000;114290.0000000
04.10.2018;23:41:00;114290.0000000;114300.0000000;114250.0000000;114260.0000000
04.10.2018;23:42:00;114270.0000000;114270.0000000;114260.0000000;114260.0000000
04.10.2018;23:43:00;114270.0000000;114300.0000000;114260.0000000;114280.0000000
04.10.2018;23:44:00;114290.0000000;114300.0000000;114270.0000000;114300.0000000
04.10.2018;23:45:00;114290.0000000;114330.0000000;114290.0000000;114320.0000000
04.10.2018;23:46:00;114310.0000000;114330.0000000;114290.0000000;114330.0000000
04.10.2018;23:47:00;114320.0000000;114320.0000000;114260.0000000;114270.0000000
04.10.2018;23:48:00;114280.0000000;114310.0000000;114250.0000000;114260.0000000
04.10.2018;23:49:00;114280.0000000;114290.0000000;114250.0000000;114250.0000000
04.10.2018;23:50:00;114260.0000000;114340.0000000;114250.0000000;114290.0000000
04.12.2018;10:01:00;115150.0000000;115470.0000000;114920.0000000;115170.0000000
04.12.2018;10:02:00;115180.0000000;115220.0000000;115020.0000000;115150.0000000
04.12.2018;10:03:00;115150.0000000;115190.0000000;115100.0000000;115160.0000000
04.12.2018;10:04:00;115160.0000000;115200.0000000;115050.0000000;115050.0000000
04.12.2018;10:05:00;115050.0000000;115110.0000000;114910.0000000;115110.0000000
04.12.2018;10:06:00;115080.0000000;115130.0000000;115000.0000000;115080.0000000
04.12.2018;10:07:00;115070.0000000;115140.0000000;115050.0000000;115120.0000000
04.12.2018;10:08:00;115110.0000000;115140.0000000;115030.0000000;115060.0000000
04.12.2018;10:09:00;115070.0000000;115080.0000000;114970.0000000;115010.0000000
04.12.2018;10:10:00;115000.0000000;115020.0000000;114940.0000000;115010.0000000
04.12.2018;10:11:00;115000.0000000;115040.0000000;114970.0000000;114990.0000000
04.12.2018;10:12:00;114980.0000000;115020.0000000;114960.0000000;114980.0000000
04.12.2018;10:13:00;114990.0000000;115060.0000000;114990.0000000;114990.0000000
04.12.2018;10:14:00;115000.0000000;115010.0000000;114920.0000000;114930.0000000
04.12.2018;10:15:00;114930.0000000;114940.0000000;114820.0000000;114860.0000000
04.12.2018;10:16:00;114860.0000000;114930.0000000;114810.0000000;114890.0000000
04.12.2018;10:17:00;114890.0000000;114960.0000000;114870.0000000;114940.0000000
04.12.2018;10:18:00;114930.0000000;114940.0000000;114870.0000000;114910.0000000
04.12.2018;10:19:00;114890.0000000;114930.0000000;114870.0000000;114920.0000000
04.12.2018;10:20:00;114920.0000000;115000.0000000;114900.0000000;114990.0000000
04.12.2018;10:21:00;114990.0000000;115020.0000000;114900.0000000;114980.0000000
04.12.2018;10:22:00;114990.0000000;115000.0000000;114920.0000000;114960.0000000
04.12.2018;10:23:00;114950.0000000;115030.0000000;114910.0000000;115010.0000000
04.12.2018;10:24:00;115010.0000000;115090.0000000;114980.0000000;115070.0000000
04.12.2018;10:25:00;115060.0000000;115100.0000000;115020.0000000;115020.0000000
04.12.2018;10:26:00;115020.0000000;115090.0000000;115000.0000000;115030.0000000
04.12.2018;10:27:00;115020.0000000;115110.0000000;115020.0000000;115070.0000000
04.12.2018;10:28:00;115070.0000000;115080.0000000;115000.0000000;115000.0000000
04.12.2018;10:29:00;115000.0000000;115020.0000000;114960.0000000;114980.0000000
04.12.2018;10:30:00;114980.0000000;115010.0000000;114960.0000000;114970.0000000
04.12.2018;10:31:00;114980.0000000;115010.0000000;114940.0000000;114990.0000000
04.12.2018;10:32:00;115000.0000000;115000.0000000;114980.0000000;114990.0000000
04.12.2018;10:33:00;114990.0000000;115050.0000000;114990.0000000;115040.0000000
04.12.2018;10:34:00;115040.0000000;115050.0000000;114940.0000000;114980.0000000
04.12.2018;10:35:00;114980.0000000;114990.0000000;114880.0000000;114900.0000000
04.12.2018;10:36:00;114900.0000000;114940.0000000;114870.0000000;114930.0000000
04.12.2018;10:37:00;114930.0000000;114960.0000000;114920.0000000;114950.0000000
04.12.2018;10:38:00;114950.0000000;114980.0000000;114930.0000000;114970.0000000
04.12.2018;10:39:00;114970.0000000;114980.0000000;114930.0000000;114980.0000000
04.12.2018;10:40:00;114980.0000000;114990.0000000;114940.0000000;114940.0000000
04.12.2018;10:41:00;114940.0000000;114970.0000000;114900.0000000;114970.0000000
04.12.2018;10:42:00;114960.0000000;114980.0000000;114930.0000000;114970.0000000
04.12.2018;10:43:00;114970.0000000;115010.0000000;114940.0000000;114970.0000000
04.12.2018;10:44:00;114970.0000000;115030.0000000;114940.0000000;114960.0000000
04.12.2018;10:45:00;114960.0000000;115000.0000000;114940.0000000;114960.0000000
04.12.2018;10:46:00;114950.0000000;114960.0000000;114900.0000000;114930.0000000
04.12.2018;10:47:00;114940.0000000;114980.0000000;114920.0000000;114950.0000000
04.12.2018;10:48:00;114940.0000000;114970.0000000;114910.0000000;114970.0000000
04.12.2018;10:49:00;114970.0000000;115020.0000000;114960.0000000;115010.0000000
04.12.2018;10:50:00;115010.0000000;115060.0000000;114970.0000000;115000.0000000
04.12.2018;10:51:00;115010.0000000;115020.0000000;114960.0000000;114960.0000000
04.12.2018;10:52:00;114970.0000000;115020.0000000;114970.0000000;115020.0000000
04.12.2018;10:53:00;115010.0000000;115030.0000000;115000.0000000;115020.0000000
04.12.2018;10:54:00;115020.0000000;115020.0000000;114930.0000000;114930.0000000
04.12.2018;10:55:00;114930.0000000;114980.0000000;114910.0000000;114930.0000000
04.12.2018;10:56:00;114920.0000000;114930.0000000;114870.0000000;114920.0000000
04.12.2018;10:57:00;114920.0000000;114940.0000000;114890.0000000;114920.0000000
04.12.2018;10:58:00;114920.0000000;114920.0000000;114870.0000000;114890.0000000
04.12.2018;10:59:00;114880.0000000;114910.0000000;114840.0000000;114870.0000000
04.12.2018;11:00:00;114860.0000000;114900.0000000;114830.0000000;114830.0000000
04.12.2018;11:01:00;114850.0000000;115010.0000000;114820.0000000;114990.0000000
04.12.2018;11:02:00;114990.0000000;115010.0000000;114930.0000000;115000.0000000
04.12.2018;11:03:00;115000.0000000;115050.0000000;114980.0000000;115020.0000000
04.12.2018;11:04:00;115030.0000000;115040.0000000;114990.0000000;115040.0000000
04.12.2018;11:05:00;115040.0000000;115080.0000000;115020.0000000;115080.0000000
04.12.2018;11:06:00;115060.0000000;115100.0000000;115010.0000000;115100.0000000
04.12.2018;11:07:00;115090.0000000;115100.0000000;115060.0000000;115090.0000000
04.12.2018;11:08:00;115070.0000000;115080.0000000;114980.0000000;115030.0000000
04.12.2018;11:09:00;115030.0000000;115040.0000000;115000.0000000;115020.0000000
04.12.2018;11:10:00;115000.0000000;115020.0000000;114980.0000000;115000.0000000
04.12.2018;11:11:00;114990.0000000;115010.0000000;114960.0000000;114980.0000000
04.12.2018;11:12:00;114980.0000000;115050.0000000;114980.0000000;115030.0000000
04.12.2018;11:13:00;115030.0000000;115080.0000000;115020.0000000;115080.0000000
04.12.2018;11:14:00;115090.0000000;115140.0000000;115050.0000000;115110.0000000
04.12.2018;11:15:00;115100.0000000;115100.0000000;115050.0000000;115090.0000000
04.12.2018;11:16:00;115100.0000000;115140.0000000;115090.0000000;115130.0000000
04.12.2018;11:17:00;115140.0000000;115160.0000000;115080.0000000;115140.0000000
04.12.2018;11:18:00;115150.0000000;115170.0000000;115100.0000000;115120.0000000
04.12.2018;11:19:00;115130.0000000;115140.0000000;115100.0000000;115130.0000000
04.12.2018;11:20:00;115140.0000000;115150.0000000;115110.0000000;115150.0000000
04.12.2018;11:21:00;115150.0000000;115160.0000000;115130.0000000;115150.0000000
04.12.2018;11:22:00;115150.0000000;115230.0000000;115130.0000000;115230.0000000
04.12.2018;11:23:00;115220.0000000;115220.0000000;115160.0000000;115210.0000000
04.12.2018;11:24:00;115210.0000000;115290.0000000;115210.0000000;115280.0000000
04.12.2018;11:25:00;115280.0000000;115300.0000000;115230.0000000;115240.0000000
04.12.2018;11:26:00;115250.0000000;115320.0000000;115250.0000000;115310.0000000
04.12.2018;11:27:00;115310.0000000;115350.0000000;115280.0000000;115300.0000000
04.12.2018;11:28:00;115290.0000000;115320.0000000;115260.0000000;115270.0000000
04.12.2018;11:29:00;115260.0000000;115290.0000000;115240.0000000;115280.0000000
04.12.2018;11:30:00;115290.0000000;115290.0000000;115230.0000000;115250.0000000
04.12.2018;11:31:00;115260.0000000;115290.0000000;115220.0000000;115240.0000000
04.12.2018;11:32:00;115240.0000000;115250.0000000;115220.0000000;115250.0000000
04.12.2018;11:33:00;115240.0000000;115310.0000000;115230.0000000;115240.0000000
04.12.2018;11:34:00;115240.0000000;115260.0000000;115220.0000000;115230.0000000
04.12.2018;11:35:00;115240.0000000;115240.0000000;115210.0000000;115240.0000000
04.12.2018;11:36:00;115240.0000000;115250.0000000;115200.0000000;115250.0000000
04.12.2018;11:37:00;115250.0000000;115280.0000000;115210.0000000;115210.0000000
04.12.2018;11:38:00;115210.0000000;115240.0000000;115200.0000000;115230.0000000
04.12.2018;11:39:00;115230.0000000;115280.0000000;115220.0000000;115250.0000000
04.12.2018;11:40:00;115240.0000000;115260.0000000;115170.0000000;115200.0000000
04.12.2018;11:41:00;115200.0000000;115240.0000000;115170.0000000;115220.0000000
04.12.2018;11:42:00;115220.0000000;115220.0000000;115160.0000000;115210.0000000
04.12.2018;11:43:00;115200.0000000;115240.0000000;115190.0000000;115220.0000000
04.12.2018;11:44:00;115230.0000000;115260.0000000;115210.0000000;115260.0000000
04.12.2018;11:45:00;115260.0000000;115290.0000000;115250.0000000;115280.0000000
04.12.2018;11:46:00;115280.0000000;115310.0000000;115240.0000000;115310.0000000
04.12.2018;11:47:00;115310.0000000;115410.0000000;115300.0000000;115370.0000000
04.12.2018;11:48:00;115380.0000000;115410.0000000;115330.0000000;115390.0000000
04.12.2018;11:49:00;115390.0000000;115440.0000000;115390.0000000;115430.0000000
04.12.2018;11:50:00;115430.0000000;115500.0000000;115430.0000000;115480.0000000
04.12.2018;11:51:00;115490.0000000;115550.0000000;115470.0000000;115520.0000000
04.12.2018;11:52:00;115520.0000000;115530.0000000;115470.0000000;115510.0000000
04.12.2018;11:53:00;115510.0000000;115530.0000000;115450.0000000;115490.0000000
04.12.2018;11:54:00;115490.0000000;115500.0000000;115460.0000000;115470.0000000
04.12.2018;11:55:00;115480.0000000;115580.0000000;115480.0000000;115560.0000000
04.12.2018;11:56:00;115550.0000000;115620.0000000;115520.0000000;115620.0000000
04.12.2018;11:57:00;115610.0000000;115640.0000000;115570.0000000;115610.0000000
04.12.2018;11:58:00;115610.0000000;115630.0000000;115560.0000000;115590.0000000
04.12.2018;11:59:00;115590.0000000;115750.0000000;115570.0000000;115710.0000000
04.12.2018;12:00:00;115720.0000000;115830.0000000;115710.0000000;115750.0000000
04.12.2018;12:01:00;115750.0000000;115810.0000000;115720.0000000;115750.0000000
04.12.2018;12:02:00;115760.0000000;115770.0000000;115700.0000000;115710.0000000
04.12.2018;12:03:00;115710.0000000;115770.0000000;115700.0000000;115740.0000000
04.12.2018;12:04:00;115730.0000000;115750.0000000;115680.0000000;115690.0000000
04.12.2018;12:05:00;115690.0000000;115730.0000000;115660.0000000;115670.0000000
04.12.2018;12:06:00;115670.0000000;115680.0000000;115630.0000000;115670.0000000
04.12.2018;12:07:00;115660.0000000;115700.0000000;115620.0000000;115640.0000000
04.12.2018;12:08:00;115650.0000000;115690.0000000;115630.0000000;115660.0000000
04.12.2018;12:09:00;115660.0000000;115670.0000000;115590.0000000;115590.0000000
04.12.2018;12:10:00;115590.0000000;115620.0000000;115570.0000000;115620.0000000
04.12.2018;12:11:00;115610.0000000;115630.0000000;115560.0000000;115560.0000000
04.12.2018;12:12:00;115570.0000000;115610.0000000;115550.0000000;115590.0000000
04.12.2018;12:13:00;115600.0000000;115610.0000000;115560.0000000;115610.0000000
04.12.2018;12:14:00;115600.0000000;115640.0000000;115590.0000000;115620.0000000
04.12.2018;12:15:00;115620.0000000;115630.0000000;115560.0000000;115590.0000000
04.12.2018;12:16:00;115590.0000000;115610.0000000;115510.0000000;115530.0000000
04.12.2018;12:17:00;115540.0000000;115580.0000000;115530.0000000;115550.0000000
04.12.2018;12:18:00;115550.0000000;115570.0000000;115520.0000000;115530.0000000
04.12.2018;12:19:00;115530.0000000;115540.0000000;115450.0000000;115480.0000000
04.12.2018;12:20:00;115470.0000000;115510.0000000;115460.0000000;115480.0000000
04.12.2018;12:21:00;115470.0000000;115520.0000000;115460.0000000;115520.0000000
04.12.2018;12:22:00;115530.0000000;115540.0000000;115470.0000000;115500.0000000
04.12.2018;12:23:00;115500.0000000;115510.0000000;115470.0000000;115500.0000000
04.12.2018;12:24:00;115500.0000000;115500.0000000;115460.0000000;115470.0000000
04.12.2018;12:25:00;115470.0000000;115500.0000000;115430.0000000;115480.0000000
04.12.2018;12:26:00;115480.0000000;115490.0000000;115420.0000000;115470.0000000
04.12.2018;12:27:00;115470.0000000;115490.0000000;115430.0000000;115460.0000000
04.12.2018;12:28:00;115460.0000000;115490.0000000;115420.0000000;115430.0000000
04.12.2018;12:29:00;115440.0000000;115460.0000000;115420.0000000;115460.0000000
04.12.2018;12:30:00;115440.0000000;115490.0000000;115440.0000000;115470.0000000
04.12.2018;12:31:00;115470.0000000;115580.0000000;115470.0000000;115540.0000000
04.12.2018;12:32:00;115530.0000000;115580.0000000;115510.0000000;115530.0000000
04.12.2018;12:33:00;115530.0000000;115530.0000000;115480.0000000;115500.0000000
04.12.2018;12:34:00;115490.0000000;115520.0000000;115460.0000000;115470.0000000
04.12.2018;12:35:00;115480.0000000;115500.0000000;115460.0000000;115470.0000000
04.12.2018;12:36:00;115470.0000000;115500.0000000;115420.0000000;115450.0000000
04.12.2018;12:37:00;115470.0000000;115560.0000000;115460.0000000;115520.0000000
04.12.2018;12:38:00;115530.0000000;115540.0000000;115420.0000000;115480.0000000
04.12.2018;12:39:00;115480.0000000;115480.0000000;115370.0000000;115380.0000000
04.12.2018;12:40:00;115380.0000000;115480.0000000;115370.0000000;115460.0000000
04.12.2018;12:41:00;115470.0000000;115510.0000000;115420.0000000;115420.0000000
04.12.2018;12:42:00;115440.0000000;115460.0000000;115360.0000000;115450.0000000
04.12.2018;12:43:00;115450.0000000;115450.0000000;115360.0000000;115390.0000000
04.12.2018;12:44:00;115390.0000000;115410.0000000;115360.0000000;115360.0000000
04.12.2018;12:45:00;115360.0000000;115420.0000000;115360.0000000;115400.0000000
04.12.2018;12:46:00;115400.0000000;115410.0000000;115370.0000000;115410.0000000
04.12.2018;12:47:00;115420.0000000;115450.0000000;115410.0000000;115440.0000000
04.12.2018;12:48:00;115450.0000000;115450.0000000;115420.0000000;115440.0000000
04.12.2018;12:49:00;115440.0000000;115480.0000000;115430.0000000;115460.0000000
04.12.2018;12:50:00;115460.0000000;115530.0000000;115450.0000000;115520.0000000
04.12.2018;12:51:00;115520.0000000;115530.0000000;115450.0000000;115490.0000000
04.12.2018;12:52:00;115500.0000000;115560.0000000;115480.0000000;115540.0000000
04.12.2018;12:53:00;115540.0000000;115620.0000000;115520.0000000;115600.0000000
04.12.2018;12:54:00;115580.0000000;115690.0000000;115580.0000000;115620.0000000
04.12.2018;12:55:00;115630.0000000;115680.0000000;115580.0000000;115610.0000000
04.12.2018;12:56:00;115610.0000000;115640.0000000;115560.0000000;115580.0000000
04.12.2018;12:57:00;115590.0000000;115630.0000000;115590.0000000;115610.0000000
04.12.2018;12:58:00;115610.0000000;115630.0000000;115570.0000000;115580.0000000
04.12.2018;12:59:00;115580.0000000;115580.0000000;115550.0000000;115570.0000000
04.12.2018;13:00:00;115570.0000000;115590.0000000;115550.0000000;115580.0000000
04.12.2018;13:01:00;115590.0000000;115620.0000000;115540.0000000;115600.0000000
04.12.2018;13:02:00;115600.0000000;115610.0000000;115540.0000000;115550.0000000
04.12.2018;13:03:00;115560.0000000;115570.0000000;115450.0000000;115460.0000000
04.12.2018;13:04:00;115460.0000000;115490.0000000;115410.0000000;115440.0000000
04.12.2018;13:05:00;115440.0000000;115520.0000000;115440.0000000;115520.0000000
04.12.2018;13:06:00;115520.0000000;115520.0000000;115420.0000000;115460.0000000
04.12.2018;13:07:00;115460.0000000;115500.0000000;115450.0000000;115470.0000000
04.12.2018;13:08:00;115490.0000000;115490.0000000;115470.0000000;115470.0000000
04.12.2018;13:09:00;115480.0000000;115530.0000000;115480.0000000;115500.0000000
04.12.2018;13:10:00;115500.0000000;115500.0000000;115450.0000000;115480.0000000
04.12.2018;13:11:00;115480.0000000;115510.0000000;115470.0000000;115510.0000000
04.12.2018;13:12:00;115510.0000000;115530.0000000;115460.0000000;115470.0000000
04.12.2018;13:13:00;115470.0000000;115490.0000000;115430.0000000;115470.0000000
04.12.2018;13:14:00;115460.0000000;115490.0000000;115400.0000000;115490.0000000
04.12.2018;13:15:00;115480.0000000;115540.0000000;115470.0000000;115520.0000000
04.12.2018;13:16:00;115530.0000000;115530.0000000;115490.0000000;115500.0000000
04.12.2018;13:17:00;115500.0000000;115520.0000000;115500.0000000;115510.0000000
04.12.2018;13:18:00;115520.0000000;115550.0000000;115520.0000000;115530.0000000
04.12.2018;13:19:00;115530.0000000;115530.0000000;115500.0000000;115520.0000000
04.12.2018;13:20:00;115510.0000000;115520.0000000;115440.0000000;115450.0000000
04.12.2018;13:21:00;115450.0000000;115490.0000000;115440.0000000;115490.0000000
04.12.2018;13:22:00;115490.0000000;115490.0000000;115460.0000000;115480.0000000
04.12.2018;13:23:00;115480.0000000;115540.0000000;115480.0000000;115530.0000000
04.12.2018;13:24:00;115530.0000000;115560.0000000;115520.0000000;115560.0000000
04.12.2018;13:25:00;115560.0000000;115560.0000000;115500.0000000;115540.0000000
04.12.2018;13:26:00;115540.0000000;115540.0000000;115520.0000000;115530.0000000
04.12.2018;13:27:00;115540.0000000;115550.0000000;115510.0000000;115540.0000000
04.12.2018;13:28:00;115540.0000000;115540.0000000;115490.0000000;115540.0000000
04.12.2018;13:29:00;115540.0000000;115560.0000000;115530.0000000;115540.0000000
04.12.2018;13:30:00;115530.0000000;115600.0000000;115530.0000000;115600.0000000
04.12.2018;13:31:00;115590.0000000;115620.0000000;115570.0000000;115610.0000000
04.12.2018;13:32:00;115610.0000000;115630.0000000;115540.0000000;115550.0000000
04.12.2018;13:33:00;115550.0000000;115570.0000000;115520.0000000;115560.0000000
04.12.2018;13:34:00;115560.0000000;115570.0000000;115530.0000000;115550.0000000
04.12.2018;13:35:00;115550.0000000;115560.0000000;115520.0000000;115520.0000000
04.12.2018;13:36:00;115520.0000000;115590.0000000;115520.0000000;115570.0000000
04.12.2018;13:37:00;115570.0000000;115600.0000000;115540.0000000;115550.0000000
04.12.2018;13:38:00;115550.0000000;115570.0000000;115530.0000000;115570.0000000
04.12.2018;13:39:00;115570.0000000;115570.0000000;115540.0000000;115540.0000000
04.12.2018;13:40:00;115540.0000000;115560.0000000;115410.0000000;115460.0000000
04.12.2018;13:41:00;115450.0000000;115530.0000000;115450.0000000;115520.0000000
04.12.2018;13:42:00;115520.0000000;115590.0000000;115510.0000000;115570.0000000
04.12.2018;13:43:00;115580.0000000;115580.0000000;115510.0000000;115520.0000000
04.12.2018;13:44:00;115520.0000000;115550.0000000;115500.0000000;115510.0000000
04.12.2018;13:45:00;115510.0000000;115540.0000000;115490.0000000;115500.0000000
04.12.2018;13:46:00;115490.0000000;115510.0000000;115470.0000000;115500.0000000
04.12.2018;13:47:00;115500.0000000;115500.0000000;115460.0000000;115460.0000000
04.12.2018;13:48:00;115470.0000000;115480.0000000;115440.0000000;115470.0000000
04.12.2018;13:49:00;115460.0000000;115480.0000000;115420.0000000;115460.0000000
04.12.2018;13:50:00;115470.0000000;115470.0000000;115410.0000000;115460.0000000
04.12.2018;13:51:00;115470.0000000;115490.0000000;115440.0000000;115450.0000000
04.12.2018;13:52:00;115450.0000000;115490.0000000;115450.0000000;115480.0000000
04.12.2018;13:53:00;115480.0000000;115490.0000000;115470.0000000;115490.0000000
04.12.2018;13:54:00;115480.0000000;115480.0000000;115410.0000000;115420.0000000
04.12.2018;13:55:00;115420.0000000;115460.0000000;115410.0000000;115440.0000000
04.12.2018;13:56:00;115450.0000000;115460.0000000;115390.0000000;115460.0000000
04.12.2018;13:57:00;115440.0000000;115470.0000000;115430.0000000;115460.0000000
04.12.2018;13:58:00;115460.0000000;115480.0000000;115450.0000000;115470.0000000
04.12.2018;13:59:00;115470.0000000;115490.0000000;115460.0000000;115470.0000000
04.12.2018;14:00:00;115490.0000000;115530.0000000;115490.0000000;115510.0000000
04.12.2018;14:06:00;115530.0000000;115570.0000000;115520.0000000;115570.0000000
04.12.2018;14:07:00;115560.0000000;115600.0000000;115550.0000000;115570.0000000
04.12.2018;14:08:00;115580.0000000;115600.0000000;115540.0000000;115560.0000000
04.12.2018;14:09:00;115560.0000000;115600.0000000;115560.0000000;115600.0000000
04.12.2018;14:10:00;115600.0000000;115600.0000000;115530.0000000;115600.0000000
04.12.2018;14:11:00;115600.0000000;115600.0000000;115570.0000000;115600.0000000
04.12.2018;14:12:00;115600.0000000;115620.0000000;115580.0000000;115610.0000000
04.12.2018;14:13:00;115620.0000000;115620.0000000;115570.0000000;115580.0000000
04.12.2018;14:14:00;115580.0000000;115600.0000000;115550.0000000;115570.0000000
04.12.2018;14:15:00;115590.0000000;115620.0000000;115580.0000000;115620.0000000
04.12.2018;14:16:00;115620.0000000;115630.0000000;115570.0000000;115570.0000000
04.12.2018;14:17:00;115570.0000000;115680.0000000;115570.0000000;115670.0000000
04.12.2018;14:18:00;115670.0000000;115680.0000000;115610.0000000;115610.0000000
04.12.2018;14:19:00;115620.0000000;115690.0000000;115600.0000000;115660.0000000
04.12.2018;14:20:00;115670.0000000;115690.0000000;115650.0000000;115670.0000000
04.12.2018;14:21:00;115670.0000000;115680.0000000;115620.0000000;115680.0000000
04.12.2018;14:22:00;115670.0000000;115690.0000000;115660.0000000;115660.0000000
04.12.2018;14:23:00;115670.0000000;115680.0000000;115650.0000000;115660.0000000
04.12.2018;14:24:00;115670.0000000;115690.0000000;115630.0000000;115640.0000000
04.12.2018;14:25:00;115650.0000000;115660.0000000;115630.0000000;115640.0000000
04.12.2018;14:26:00;115640.0000000;115650.0000000;115620.0000000;115640.0000000
04.12.2018;14:27:00;115640.0000000;115640.0000000;115600.0000000;115620.0000000
04.12.2018;14:28:00;115610.0000000;115630.0000000;115600.0000000;115610.0000000
04.12.2018;14:29:00;115610.0000000;115630.0000000;115600.0000000;115620.0000000
04.12.2018;14:30:00;115610.0000000;115660.0000000;115580.0000000;115580.0000000
04.12.2018;14:31:00;115580.0000000;115660.0000000;115580.0000000;115620.0000000
04.12.2018;14:32:00;115620.0000000;115640.0000000;115580.0000000;115610.0000000
04.12.2018;14:33:00;115620.0000000;115620.0000000;115580.0000000;115580.0000000
04.12.2018;14:34:00;115580.0000000;115590.0000000;115560.0000000;115590.0000000
04.12.2018;14:35:00;115590.0000000;115630.0000000;115570.0000000;115620.0000000
04.12.2018;14:36:00;115620.0000000;115630.0000000;115590.0000000;115630.0000000
04.12.2018;14:37:00;115620.0000000;115620.0000000;115570.0000000;115590.0000000
04.12.2018;14:38:00;115600.0000000;115600.0000000;115570.0000000;115590.0000000
04.12.2018;14:39:00;115600.0000000;115630.0000000;115590.0000000;115590.0000000
04.12.2018;14:40:00;115600.0000000;115650.0000000;115600.0000000;115650.0000000
04.12.2018;14:41:00;115640.0000000;115650.0000000;115610.0000000;115610.0000000
04.12.2018;14:42:00;115600.0000000;115610.0000000;115550.0000000;115600.0000000
04.12.2018;14:43:00;115610.0000000;115630.0000000;115600.0000000;115620.0000000
04.12.2018;14:44:00;115610.0000000;115610.0000000;115580.0000000;115580.0000000
04.12.2018;14:45:00;115590.0000000;115600.0000000;115530.0000000;115570.0000000
04.12.2018;14:46:00;115570.0000000;115580.0000000;115530.0000000;115530.0000000
04.12.2018;14:47:00;115530.0000000;115550.0000000;115510.0000000;115520.0000000
04.12.2018;14:48:00;115520.0000000;115560.0000000;115500.0000000;115530.0000000
04.12.2018;14:49:00;115530.0000000;115550.0000000;115470.0000000;115480.0000000
04.12.2018;14:50:00;115490.0000000;115500.0000000;115460.0000000;115490.0000000
04.12.2018;14:51:00;115490.0000000;115550.0000000;115470.0000000;115480.0000000
04.12.2018;14:52:00;115490.0000000;115510.0000000;115470.0000000;115500.0000000
04.12.2018;14:53:00;115490.0000000;115500.0000000;115460.0000000;115480.0000000
04.12.2018;14:54:00;115480.0000000;115480.0000000;115430.0000000;115480.0000000
04.12.2018;14:55:00;115460.0000000;115460.0000000;115400.0000000;115450.0000000
04.12.2018;14:56:00;115450.0000000;115460.0000000;115410.0000000;115410.0000000
04.12.2018;14:57:00;115410.0000000;115430.0000000;115370.0000000;115410.0000000
04.12.2018;14:58:00;115400.0000000;115430.0000000;115390.0000000;115400.0000000
04.12.2018;14:59:00;115400.0000000;115440.0000000;115380.0000000;115420.0000000
04.12.2018;15:00:00;115430.0000000;115440.0000000;115410.0000000;115440.0000000
04.12.2018;15:01:00;115440.0000000;115440.0000000;115410.0000000;115410.0000000
04.12.2018;15:02:00;115420.0000000;115470.0000000;115410.0000000;115440.0000000
04.12.2018;15:03:00;115430.0000000;115430.0000000;115390.0000000;115420.0000000
04.12.2018;15:04:00;115410.0000000;115440.0000000;115390.0000000;115430.0000000
04.12.2018;15:05:00;115430.0000000;115460.0000000;115420.0000000;115440.0000000
04.12.2018;15:06:00;115440.0000000;115500.0000000;115440.0000000;115460.0000000
04.12.2018;15:07:00;115460.0000000;115530.0000000;115460.0000000;115480.0000000
04.12.2018;15:08:00;115490.0000000;115510.0000000;115480.0000000;115500.0000000
04.12.2018;15:09:00;115500.0000000;115510.0000000;115460.0000000;115480.0000000
04.12.2018;15:10:00;115490.0000000;115500.0000000;115460.0000000;115460.0000000
04.12.2018;15:11:00;115470.0000000;115470.0000000;115430.0000000;115450.0000000
04.12.2018;15:12:00;115430.0000000;115460.0000000;115420.0000000;115430.0000000
04.12.2018;15:13:00;115430.0000000;115430.0000000;115270.0000000;115340.0000000
04.12.2018;15:14:00;115330.0000000;115340.0000000;115290.0000000;115320.0000000
04.12.2018;15:15:00;115310.0000000;115330.0000000;115210.0000000;115270.0000000
04.12.2018;15:16:00;115270.0000000;115300.0000000;115250.0000000;115290.0000000
04.12.2018;15:17:00;115280.0000000;115340.0000000;115280.0000000;115340.0000000
04.12.2018;15:18:00;115330.0000000;115340.0000000;115310.0000000;115320.0000000
04.12.2018;15:19:00;115310.0000000;115330.0000000;115280.0000000;115320.0000000
04.12.2018;15:20:00;115330.0000000;115340.0000000;115310.0000000;115320.0000000
04.12.2018;15:21:00;115330.0000000;115370.0000000;115320.0000000;115360.0000000
04.12.2018;15:22:00;115360.0000000;115400.0000000;115360.0000000;115390.0000000
04.12.2018;15:23:00;115390.0000000;115400.0000000;115340.0000000;115360.0000000
04.12.2018;15:24:00;115370.0000000;115390.0000000;115360.0000000;115390.0000000
04.12.2018;15:25:00;115380.0000000;115430.0000000;115380.0000000;115400.0000000
04.12.2018;15:26:00;115410.0000000;115450.0000000;115400.0000000;115440.0000000
04.12.2018;15:27:00;115420.0000000;115430.0000000;115370.0000000;115370.0000000
04.12.2018;15:28:00;115380.0000000;115410.0000000;115350.0000000;115400.0000000
